,start_date,end_date,retail_type_code,retail_type_description_original,retail_type_description_en,turnover_index,average_anual_variation_rate,year_on_year_rate_of_change,monthly_rate_of_change
642,2023-06-01,2023-06-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",123.28,8.6,3.9,-3.2
643,2023-05-01,2023-05-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",127.35,9.5,5.2,8.7
644,2023-04-01,2023-04-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",117.19,9.9,5.9,-8.1
645,2023-03-01,2023-03-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",127.58,10.2,1.1,11.8
646,2023-02-01,2023-02-28,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",114.11,12.5,3.3,-2.6
647,2023-01-01,2023-01-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",117.13,15.3,14.8,-29.7
648,2022-12-01,2022-12-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",166.59,15.8,5.9,24.9
649,2022-11-01,2022-11-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",133.34,16.3,7.8,9.1
650,2022-10-01,2022-10-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",122.25,16.8,12.3,-7.8
651,2022-09-01,2022-09-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",132.53,15.5,14.1,3.2
652,2022-08-01,2022-08-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",128.39,14.2,20.4,3.8
653,2022-07-01,2022-07-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",123.71,12.4,12.4,4.3
654,2022-06-01,2022-06-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",118.66,11.0,15.8,-2.0
655,2022-05-01,2022-05-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",121.11,9.8,8.9,9.4
656,2022-04-01,2022-04-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",110.66,11.4,10.5,-12.3
657,2022-03-01,2022-03-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",126.14,13.5,30.0,14.2
658,2022-02-01,2022-02-28,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",110.45,11.8,47.9,8.3
659,2022-01-01,2022-01-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",102.03,6.6,21.5,-35.2
660,2021-12-01,2021-12-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",157.38,3.5,9.9,27.2
661,2021-11-01,2021-11-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",123.7,2.3,12.3,13.7
662,2021-10-01,2021-10-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",108.84,1.2,-2.3,-6.3
663,2021-09-01,2021-09-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",116.13,1.3,-0.2,8.9
664,2021-08-01,2021-08-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",106.64,1.8,-0.7,-3.1
665,2021-07-01,2021-07-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",110.04,1.5,-3.3,7.4
666,2021-06-01,2021-06-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",102.5,1.9,1.2,-7.8
667,2021-05-01,2021-05-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",111.17,2.0,32.6,11.0
668,2021-04-01,2021-04-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",100.19,-2.2,45.7,3.3
669,2021-03-01,2021-03-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",97.02,-7.2,8.5,29.9
670,2021-02-01,2021-02-28,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",74.7,-8.8,-25.0,-11.0
671,2021-01-01,2021-01-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",83.95,-6.7,-18.4,-41.4
672,2020-12-01,2020-12-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",143.23,-5.0,-0.4,30.0
673,2020-11-01,2020-11-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",110.17,-4.5,-0.8,-1.1
674,2020-10-01,2020-10-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",111.37,-5.7,-0.8,-4.3
675,2020-09-01,2020-09-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",116.38,-5.3,4.6,8.4
676,2020-08-01,2020-08-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",107.41,-5.0,-3.6,-5.6
677,2020-07-01,2020-07-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",113.83,-3.3,1.7,12.3
678,2020-06-01,2020-06-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",101.33,-3.2,1.5,20.9
679,2020-05-01,2020-05-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",83.83,-3.6,-23.5,21.9
680,2020-04-01,2020-04-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",68.75,-1.4,-32.8,-23.1
681,2020-03-01,2020-03-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",89.41,1.7,-14.7,-10.2
682,2020-02-01,2020-02-29,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",99.54,3.4,3.7,-3.3
683,2020-01-01,2020-01-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",102.92,3.6,3.3,-28.5
684,2019-12-01,2019-12-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",143.87,3.5,4.8,29.6
685,2019-11-01,2019-11-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",111.03,2.7,2.6,-1.1
686,2019-10-01,2019-10-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",112.32,2.8,1.7,0.9
687,2019-09-01,2019-09-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",111.27,3.4,4.5,-0.2
688,2019-08-01,2019-08-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",111.46,2.6,5.7,-0.4
689,2019-07-01,2019-07-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",111.96,1.9,2.2,12.1
690,2019-06-01,2019-06-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",99.87,1.9,-3.8,-8.8
691,2019-05-01,2019-05-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",109.52,2.6,3.4,7.1
692,2019-04-01,2019-04-30,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",102.27,2.8,6.8,-2.5
693,2019-03-01,2019-03-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",104.84,2.7,5.7,9.3
694,2019-02-01,2019-02-28,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",95.95,2.0,6.9,-3.7
695,2019-01-01,2019-01-31,CR7,"Comércio a retalho de computadores, equipamentos de telecomunicações, livros e outros produtos em estabelecimentos especializados","Retail trade, telecommunications equipment, books and other products in specialized establishments",99.65,1.8,1.5,-27.4
696,2023-10-01,2023-10-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",125.51,3.0,2.5,3.6
697,2023-09-01,2023-09-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",121.12,3.3,4.4,-2.8
698,2023-08-01,2023-08-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",124.61,3.5,5.8,-1.6
699,2023-07-01,2023-07-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",,,,
700,2023-06-01,2023-06-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",121.4,3.3,6.1,-2.8
701,2023-05-01,2023-05-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",124.89,3.4,3.5,8.6
702,2023-04-01,2023-04-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",114.99,4.0,2.6,-5.8
703,2023-03-01,2023-03-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",122.12,4.6,5.0,12.4
704,2023-02-01,2023-02-28,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",108.63,5.1,-0.2,-5.1
705,2023-01-01,2023-01-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",114.51,6.6,-2.3,-20.4
706,2022-12-01,2022-12-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",143.87,8.4,1.5,16.5
707,2022-11-01,2022-11-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",123.53,10.2,2.2,0.9
708,2022-10-01,2022-10-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",122.48,11.2,6.4,5.6
709,2022-09-01,2022-09-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",115.98,11.2,6.7,-1.5
710,2022-08-01,2022-08-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",117.77,11.1,6.1,-2.3
711,2022-07-01,2022-07-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",120.51,11.4,2.7,5.3
712,2022-06-01,2022-06-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",114.45,11.9,7.6,-5.2
713,2022-05-01,2022-05-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",120.69,12.3,11.3,7.6
714,2022-04-01,2022-04-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",112.13,13.0,9.7,-3.6
715,2022-03-01,2022-03-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",116.27,13.3,12.5,6.8
716,2022-02-01,2022-02-28,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",108.89,10.8,21.2,-7.1
717,2022-01-01,2022-01-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",117.18,8.0,20.1,-17.3
718,2021-12-01,2021-12-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",141.71,5.6,19.3,17.2
719,2021-11-01,2021-11-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",120.88,3.0,13.2,5.0
720,2021-10-01,2021-10-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",115.16,1.2,6.5,5.9
721,2021-09-01,2021-09-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",108.73,0.4,4.7,-2.0
722,2021-08-01,2021-08-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",111.0,0.1,9.3,-5.4
723,2021-07-01,2021-07-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",117.32,-1.2,8.7,10.3
724,2021-06-01,2021-06-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",106.38,-2.5,11.9,-1.9
725,2021-05-01,2021-05-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",108.42,-3.9,19.9,6.1
726,2021-04-01,2021-04-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",102.17,-6.7,13.6,-1.1
727,2021-03-01,2021-03-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",103.35,-8.5,-12.7,15.0
728,2021-02-01,2021-02-28,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",89.87,-6.4,-14.0,-7.9
729,2021-01-01,2021-01-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",97.57,-4.9,-8.8,-17.8
730,2020-12-01,2020-12-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",118.76,-4.0,-7.2,11.2
731,2020-11-01,2020-11-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",106.76,-2.7,-7.6,-1.3
732,2020-10-01,2020-10-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",108.12,-2.6,-3.2,4.1
733,2020-09-01,2020-09-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",103.84,-1.7,0.9,2.3
734,2020-08-01,2020-08-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",101.52,-1.2,-6.0,-5.9
735,2020-07-01,2020-07-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",107.92,0.6,-6.6,13.5
736,2020-06-01,2020-06-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",95.08,1.9,-6.9,5.2
737,2020-05-01,2020-05-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",90.41,2.4,-17.6,0.5
738,2020-04-01,2020-04-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",89.93,4.4,-12.4,-24.1
739,2020-03-01,2020-03-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",118.42,5.8,12.8,13.3
740,2020-02-01,2020-02-29,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",104.54,5.1,5.2,-2.2
741,2020-01-01,2020-01-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",106.94,5.1,2.9,-16.4
742,2019-12-01,2019-12-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",127.97,5.3,6.6,10.7
743,2019-11-01,2019-11-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",115.6,4.9,10.3,3.5
744,2019-10-01,2019-10-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",111.64,4.1,4.5,8.5
745,2019-09-01,2019-09-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",102.87,4.1,5.6,-4.8
746,2019-08-01,2019-08-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",108.0,3.6,3.9,-6.5
747,2019-07-01,2019-07-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",115.5,3.7,7.5,13.1
748,2019-06-01,2019-06-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",102.12,3.2,0.3,-7.0
749,2019-05-01,2019-05-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",109.77,3.3,5.5,6.9
750,2019-04-01,2019-04-30,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",102.68,3.0,4.4,-2.2
751,2019-03-01,2019-03-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",104.97,2.9,4.3,5.7
752,2019-02-01,2019-02-28,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",99.35,2.4,4.6,-4.4
753,2019-01-01,2019-01-31,CR8,"Comércio a retalho de produtos farmacêuticos, médicos e ortopédicos, cosméticos e de higiene","Retail trade of pharmaceuticals, doctors and orthopedic, cosmetics and hygiene",103.93,2.4,5.8,-13.4
754,2023-10-01,2023-10-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",204.12,17.5,11.0,11.4
755,2023-09-01,2023-09-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",183.23,18.9,0.1,7.3
756,2023-08-01,2023-08-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",170.8,21.2,5.5,-10.2
757,2023-07-01,2023-07-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",,,,
758,2023-06-01,2023-06-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",193.77,24.7,24.1,-6.6
759,2023-05-01,2023-05-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",207.41,22.5,29.9,14.7
760,2023-04-01,2023-04-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",180.86,20.3,21.8,-7.5
761,2023-03-01,2023-03-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",195.48,16.6,23.6,14.8
762,2023-02-01,2023-02-28,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",170.31,12.6,22.0,-7.7
763,2023-01-01,2023-01-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",184.61,9.7,28.6,6.8
764,2022-12-01,2022-12-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",172.81,7.2,16.9,-26.9
765,2022-11-01,2022-11-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",236.28,4.1,24.7,28.5
